id,data,party_or_author_type,party_popularity,aprovacao
2267065-55,2022-03-29,PTB,60.0,0.0
2267065-67,2022-03-29,PTB,60.0,0.0
2267065-70,2022-03-29,PTB,40.0,1.0
2267065-75,2022-03-29,PTB,40.0,0.0
2267065-77,2022-03-29,PTB,20.0,1.0
2303392-52,2022-03-29,Órgão do Poder Judiciário,100.0,1.0
2303392-58,2022-03-29,Órgão do Poder Judiciário,100.0,1.0
2255199-60,2022-03-30,PSD,100.0,0.0
2255199-68,2022-03-30,PSD,80.0,0.0
2255199-78,2022-03-30,PSD,60.0,0.0
2255199-80,2022-03-30,PSD,40.0,1.0
2255199-83,2022-03-30,PSD,40.0,0.0
2255199-90,2022-03-30,PSD,20.0,1.0
2314497-8,2022-03-30,Órgão do Poder Legislativo,100.0,1.0
2317455-10,2022-03-30,PP,60.0,1.0
2317637-45,2022-03-30,Órgão do Poder Legislativo,100.0,0.0
2317637-46,2022-03-30,Órgão do Poder Legislativo,80.0,1.0
2318165-12,2022-03-31,NOVO,100.0,1.0
2171314-10,2022-04-06,PODE,60.0,0.0
2181664-112,2022-04-07,UNIÃO,100.0,1.0
2181664-114,2022-04-07,UNIÃO,100.0,0.0
2181664-116,2022-04-07,UNIÃO,80.0,1.0
2181664-118,2022-04-07,UNIÃO,80.0,1.0
2300377-42,2022-04-07,PSB,100.0,1.0
2300377-44,2022-04-07,PSB,100.0,1.0
945554-173,2022-04-07,REDE,100.0,1.0
945554-180,2022-04-07,REDE,100.0,0.0
945554-186,2022-04-07,REDE,80.0,0.0
945554-188,2022-04-07,REDE,60.0,1.0
2319491-7,2022-04-11,Órgão do Poder Legislativo,80.0,1.0
2318553-48,2022-04-12,Órgão do Poder Legislativo,80.0,1.0
2318553-56,2022-04-12,Órgão do Poder Legislativo,80.0,1.0
2265510-9,2022-04-13,REPUBLICANOS,100.0,1.0
2242238-17,2022-04-18,Órgão do Poder Legislativo,80.0,1.0
2316624-25,2022-04-18,Órgão do Poder Executivo,80.0,1.0
2319794-7,2022-04-18,Órgão do Poder Executivo,80.0,1.0
2317281-52,2022-04-19,NOVO,100.0,1.0
2317281-57,2022-04-19,NOVO,100.0,1.0
2252873-49,2022-04-20,REPUBLICANOS,100.0,1.0
2252873-51,2022-04-20,REPUBLICANOS,100.0,1.0
2249925-110,2022-04-27,UNIÃO,80.0,0.0
2249925-113,2022-04-27,UNIÃO,60.0,1.0
2249925-120,2022-04-27,UNIÃO,60.0,0.0
2249925-124,2022-04-27,UNIÃO,60.0,1.0
2313396-56,2022-04-27,Órgão do Poder Legislativo,100.0,1.0
2313396-59,2022-04-27,Órgão do Poder Legislativo,100.0,0.0
2313396-61,2022-04-27,Órgão do Poder Legislativo,80.0,1.0
2313396-63,2022-04-27,Órgão do Poder Legislativo,80.0,1.0
2320088-7,2022-04-27,PCdoB,100.0,1.0
2320319-7,2022-04-27,UNIÃO,60.0,1.0
2320320-7,2022-04-27,UNIÃO,60.0,1.0
2277818-119,2022-05-03,PP,80.0,1.0
2277818-121,2022-05-03,PP,80.0,0.0
2277818-123,2022-05-03,PP,80.0,1.0
2188479-50,2022-05-04,REPUBLICANOS,100.0,1.0
2309349-122,2022-05-04,Órgão do Poder Legislativo,80.0,0.0
2309349-146,2022-05-04,Órgão do Poder Legislativo,60.0,1.0
2319532-14,2022-05-04,AVANTE,100.0,1.0
2320527-8,2022-05-04,REPUBLICANOS,100.0,1.0
2321571-8,2022-05-05,PCdoB,100.0,1.0
622070-128,2022-05-05,DPU - Defensoria Pública da União,100.0,1.0
622070-131,2022-05-05,DPU - Defensoria Pública da União,100.0,1.0
2150592-109,2022-05-10,PSB,100.0,0.0
2150592-121,2022-05-10,PSB,80.0,1.0
2150592-124,2022-05-10,PSB,80.0,1.0
2188479-62,2022-05-10,REPUBLICANOS,100.0,1.0
2188479-65,2022-05-10,REPUBLICANOS,100.0,1.0
2270947-37,2022-05-10,REPUBLIC,60.0,1.0
2270947-38,2022-05-10,REPUBLIC,80.0,1.0
2274135-29,2022-05-10,Órgão do Poder Legislativo,60.0,1.0
2274173-10,2022-05-10,PODE,40.0,1.0
2317966-13,2022-05-10,REPUBLIC,80.0,1.0
2318711-8,2022-05-10,Órgão do Poder Legislativo,80.0,1.0
2259975-28,2022-05-11,PSD,40.0,1.0
2294311-25,2022-05-11,PTB,40.0,1.0
2318956-13,2022-05-11,PTB,60.0,1.0
2319511-13,2022-05-11,PSD,60.0,1.0
2320599-7,2022-05-11,PCdoB,100.0,1.0
2282686-52,2022-05-12,PCdoB,100.0,1.0
2282686-54,2022-05-12,PCdoB,100.0,1.0
2294311-34,2022-05-12,PTB,80.0,1.0
2294311-36,2022-05-12,PTB,80.0,1.0
2306073-34,2022-05-12,UNIÃO,80.0,1.0
2306073-36,2022-05-12,UNIÃO,80.0,1.0
2306074-39,2022-05-12,UNIÃO,100.0,1.0
2306074-41,2022-05-12,UNIÃO,100.0,1.0
2317464-44,2022-05-12,PCdoB,100.0,1.0
2317464-49,2022-05-12,PCdoB,100.0,1.0
2322638-8,2022-05-12,Órgão do Poder Legislativo,80.0,1.0
2309053-53,2022-05-17,Órgão do Poder Executivo,100.0,1.0
2320686-11,2022-05-17,Órgão do Poder Executivo,100.0,1.0
1301482-100,2022-05-18,UNIÃO,100.0,1.0
2236775-42,2022-05-18,UNIÃO,100.0,1.0
2258716-15,2022-05-18,Órgão do Poder Executivo,100.0,1.0
2282825-8,2022-05-18,PSC,80.0,1.0
2312948-22,2022-05-18,PSD,80.0,1.0
2321287-11,2022-05-18,UNIÃO,100.0,1.0
2323914-9,2022-05-18,UNIÃO,100.0,1.0
534328-145,2022-05-18,PL,80.0,1.0
534328-155,2022-05-18,PL,100.0,0.0
534328-165,2022-05-18,PL,80.0,0.0
534328-167,2022-05-18,PL,60.0,1.0
2322040-8,2022-05-19,Órgão do Poder Legislativo,80.0,1.0
534328-174,2022-05-19,PL,60.0,0.0
534328-177,2022-05-19,PL,40.0,0.0
534328-184,2022-05-19,PL,20.0,0.0
534328-187,2022-05-19,PL,20.0,0.0
534328-190,2022-05-19,PL,20.0,0.0
534328-194,2022-05-19,PL,0.0,0.0
534328-200,2022-05-19,PL,0.0,0.0
534328-203,2022-05-19,PL,0.0,0.0
534328-205,2022-05-19,PL,0.0,1.0
2317563-20,2022-05-24,PSD,80.0,1.0
2322436-12,2022-05-24,PTB,100.0,1.0
2323667-9,2022-05-24,PSD,100.0,1.0
2312948-113,2022-05-25,PSD,100.0,0.0
2312948-116,2022-05-25,PSD,80.0,0.0
2312948-118,2022-05-25,PSD,60.0,1.0
2312948-120,2022-05-25,PSD,60.0,1.0
2312948-43,2022-05-25,PSD,60.0,0.0
2312948-57,2022-05-25,PSD,40.0,0.0
2312948-71,2022-05-25,PSD,40.0,0.0
2312948-74,2022-05-25,PSD,40.0,1.0
2312948-77,2022-05-25,PSD,40.0,0.0
2312948-80,2022-05-25,PSD,20.0,0.0
2312948-83,2022-05-25,PSD,20.0,0.0
2312948-89,2022-05-25,PSD,20.0,0.0
2312948-92,2022-05-25,PSD,20.0,0.0
2312948-93,2022-05-25,PSD,0.0,0.0
2312948-96,2022-05-25,PSD,0.0,0.0
2314677-19,2022-05-26,Órgão do Poder Legislativo,100.0,1.0
2314677-20,2022-05-26,Órgão do Poder Legislativo,100.0,1.0
2317631-44,2022-05-26,Órgão do Poder Legislativo,100.0,1.0
2318450-12,2022-05-26,Órgão do Poder Legislativo,100.0,1.0
2319873-15,2022-05-26,Órgão do Poder Executivo,100.0,1.0
2324630-8,2022-05-26,PP,80.0,1.0
2297552-15,2022-05-31,REPUBLIC,80.0,0.0
2325377-10,2022-05-31,Órgão do Poder Legislativo,100.0,1.0
2325475-8,2022-05-31,PT,100.0,1.0
2309053-109,2022-06-01,Órgão do Poder Executivo,100.0,0.0
2309053-127,2022-06-01,Órgão do Poder Executivo,80.0,1.0
2309053-129,2022-06-01,Órgão do Poder Executivo,80.0,1.0
2309053-68,2022-06-01,Órgão do Poder Executivo,80.0,0.0
2309053-77,2022-06-01,Órgão do Poder Executivo,60.0,0.0
2309053-90,2022-06-01,Órgão do Poder Executivo,40.0,0.0
2309053-94,2022-06-01,Órgão do Poder Executivo,40.0,1.0
2309053-98,2022-06-01,Órgão do Poder Executivo,40.0,0.0
2282842-63,2022-06-02,Órgão do Poder Legislativo,100.0,1.0
2282842-66,2022-06-02,Órgão do Poder Legislativo,100.0,1.0
2285004-71,2022-06-02,PP,80.0,1.0
2285004-72,2022-06-02,PP,80.0,1.0
2292144-27,2022-06-02,PL,20.0,1.0
2319256-63,2022-06-02,PP,80.0,1.0
2319256-65,2022-06-02,PP,100.0,1.0
2319256-67,2022-06-02,PP,100.0,1.0
2322344-9,2022-06-02,PL,40.0,1.0
2283448-52,2022-06-07,Órgão do Poder Legislativo,100.0,1.0
2283448-53,2022-06-07,Órgão do Poder Legislativo,100.0,1.0
2303528-72,2022-06-07,PT,100.0,0.0
2303528-73,2022-06-07,PT,80.0,1.0
2303528-77,2022-06-07,PT,80.0,1.0
2325516-10,2022-06-07,MDB,40.0,1.0
1215346-62,2022-06-08,MDB,60.0,1.0
1215346-65,2022-06-08,MDB,80.0,0.0
1215346-67,2022-06-08,MDB,60.0,1.0
1215346-69,2022-06-08,MDB,80.0,1.0
2190598-74,2022-06-09,PODE,60.0,1.0
2264293-9,2022-06-09,Órgão do Poder Legislativo,100.0,1.0
2321642-9,2022-06-09,PODE,60.0,1.0
2326253-9,2022-06-09,PSD,0.0,1.0
2292144-41,2022-06-13,PL,60.0,1.0
2292144-43,2022-06-13,PL,80.0,1.0
2243079-117,2022-06-14,PP,100.0,0.0
2243079-126,2022-06-14,PP,80.0,0.0
2243079-131,2022-06-14,PP,60.0,0.0
2317648-63,2022-06-14,UNIÃO,100.0,1.0
2317648-72,2022-06-15,UNIÃO,100.0,1.0
2317648-74,2022-06-15,UNIÃO,100.0,0.0
2317648-86,2022-06-15,UNIÃO,80.0,0.0
2317648-88,2022-06-15,UNIÃO,60.0,1.0
2317648-90,2022-06-15,UNIÃO,60.0,1.0
2226717-52,2022-06-21,PSD,20.0,1.0
2226717-55,2022-06-21,PSD,40.0,1.0
2236775-76,2022-06-21,UNIÃO,60.0,1.0
2236775-78,2022-06-21,UNIÃO,60.0,1.0
2314677-48,2022-06-21,Órgão do Poder Legislativo,100.0,1.0
2314677-51,2022-06-21,Órgão do Poder Legislativo,100.0,0.0
2264144-66,2022-06-22,Órgão do Poder Legislativo,80.0,1.0
2301550-49,2022-06-22,PCdoB,100.0,1.0
2301550-51,2022-06-22,PCdoB,100.0,1.0
2208682-115,2022-06-28,Órgão do Poder Legislativo,80.0,1.0
2291804-24,2022-06-28,Órgão do Poder Executivo,20.0,1.0
2298133-10,2022-06-28,Órgão do Poder Executivo,40.0,1.0
2316624-56,2022-06-28,Órgão do Poder Executivo,60.0,1.0
2316624-60,2022-06-28,Órgão do Poder Executivo,80.0,0.0
2316624-63,2022-06-28,Órgão do Poder Executivo,60.0,0.0
2316624-66,2022-06-28,Órgão do Poder Executivo,60.0,0.0
2316624-73,2022-06-28,Órgão do Poder Executivo,40.0,0.0
2316624-75,2022-06-28,Órgão do Poder Executivo,20.0,1.0
2323654-7,2022-06-28,Órgão do Poder Legislativo,80.0,1.0
2291804-39,2022-06-30,Órgão do Poder Executivo,20.0,1.0
2291804-42,2022-06-30,Órgão do Poder Executivo,40.0,1.0
2208682-147,2022-07-06,Órgão do Poder Legislativo,80.0,1.0
2208682-151,2022-07-06,Órgão do Poder Legislativo,80.0,0.0
2208682-162,2022-07-06,Órgão do Poder Legislativo,80.0,1.0
2208682-169,2022-07-06,Órgão do Poder Legislativo,80.0,1.0
105464-290,2022-07-14,Órgão do Poder Legislativo,80.0,1.0
105464-291,2022-07-14,Órgão do Poder Legislativo,80.0,1.0
19669-216,2022-07-14,PMDB,100.0,1.0
2330036-22,2022-07-14,PSDB,60.0,1.0
2330598-8,2022-07-14,PSDB,80.0,1.0
2331802-7,2022-07-14,Órgão do Poder Legislativo,80.0,1.0
2332156-7,2022-07-14,PL,100.0,1.0
2169407-41,2022-08-01,PT,80.0,1.0
2270947-105,2022-08-01,REPUBLIC,80.0,1.0
2270947-99,2022-08-01,REPUBLIC,80.0,1.0
2331805-9,2022-08-01,PROS,80.0,1.0
2332926-8,2022-08-01,PL,100.0,1.0
2332929-8,2022-08-01,PL,100.0,1.0
2076094-72,2022-08-03,PP,40.0,1.0
2169399-11,2022-08-03,MDB,80.0,1.0
2239098-68,2022-08-03,PL,100.0,1.0
2239098-71,2022-08-03,PL,100.0,1.0
2265995-59,2022-08-03,PL,100.0,1.0
2265995-62,2022-08-03,PL,100.0,1.0
2320493-8,2022-08-03,Órgão do Poder Executivo,60.0,1.0
2325355-13,2022-08-03,PODE,60.0,0.0
2331413-27,2022-08-03,PSDB,80.0,1.0
2332541-34,2022-08-03,PSD,60.0,1.0
2332541-36,2022-08-03,PSD,80.0,1.0
2332925-9,2022-08-03,PP,40.0,1.0
2333434-7,2022-08-03,PSD,100.0,1.0
2333445-8,2022-08-03,PSDB,100.0,1.0
596844-116,2022-08-03,Órgão do Poder Legislativo,100.0,1.0
596844-118,2022-08-03,Órgão do Poder Legislativo,100.0,1.0
105464-312,2022-08-04,Órgão do Poder Legislativo,100.0,1.0
105464-319,2022-08-04,Órgão do Poder Legislativo,100.0,0.0
105464-326,2022-08-04,Órgão do Poder Legislativo,80.0,0.0
105464-328,2022-08-04,Órgão do Poder Legislativo,60.0,1.0
2076094-87,2022-08-04,PP,40.0,1.0
2076094-90,2022-08-04,PP,60.0,1.0
2262422-110,2022-08-04,PP,80.0,0.0
2262422-112,2022-08-04,PP,80.0,1.0
2262422-115,2022-08-04,PP,80.0,1.0
2299263-54,2022-08-04,Órgão do Poder Executivo,80.0,1.0
2299263-59,2022-08-04,Órgão do Poder Executivo,100.0,0.0
2299263-61,2022-08-04,Órgão do Poder Executivo,80.0,1.0
2308800-22,2022-08-04,REPUBLIC,80.0,1.0
2308800-24,2022-08-04,REPUBLIC,80.0,1.0
2313792-30,2022-08-04,PT,80.0,1.0
2319447-8,2022-08-04,REPUBLIC,80.0,1.0
2325151-27,2022-08-04,PL,100.0,1.0
2325151-29,2022-08-04,PL,100.0,1.0
2330141-7,2022-08-04,PL,100.0,1.0
2330742-13,2022-08-04,PT,80.0,1.0
2331126-12,2022-08-04,PTB,100.0,1.0
2333466-9,2022-08-04,UNIÃO,80.0,1.0
2331029-14,2022-08-29,PRD,80.0,1.0
2053185-126,2022-08-30,MDB,80.0,0.0
2243079-156,2022-08-30,PP,80.0,0.0
2243079-161,2022-08-30,PP,60.0,1.0
2243079-170,2022-08-30,PP,60.0,1.0
2243079-172,2022-08-30,PP,80.0,1.0
2229557-36,2022-08-31,Órgão do Poder Legislativo,60.0,1.0
2308845-83,2022-08-31,PSD,100.0,1.0
2308845-85,2022-08-31,PSD,100.0,1.0
2326535-8,2022-08-31,PSD,100.0,1.0
2334529-8,2022-08-31,CIDADANIA,100.0,1.0
596285-97,2022-08-31,Órgão do Poder Legislativo,60.0,1.0
2314962-24,2022-10-11,PODE,60.0,1.0
2314962-33,2022-10-11,PODE,80.0,1.0
2314962-36,2022-10-11,PODE,80.0,1.0
2334676-10,2022-10-11,REPUBLIC,100.0,1.0
2335493-9,2022-10-11,PODE,80.0,1.0
2190598-115,2022-10-18,PODE,80.0,1.0
2190598-125,2022-10-18,PODE,100.0,1.0
622828-9,2022-10-18,CIDADANIA,100.0,1.0
1301482-127,2022-10-19,UNIÃO,100.0,0.0
2293861-63,2022-10-19,UNIÃO,80.0,1.0
2293861-66,2022-10-19,UNIÃO,80.0,1.0
2336119-7,2022-11-01,Órgão do Poder Legislativo,60.0,1.0
2308800-49,2022-11-07,REPUBLIC,100.0,1.0
2308800-52,2022-11-07,REPUBLIC,100.0,1.0
2317563-59,2022-11-08,PSD,100.0,0.0
2317563-65,2022-11-08,PSD,80.0,0.0
2317563-75,2022-11-08,PSD,60.0,0.0
2317563-78,2022-11-08,PSD,40.0,1.0
2317563-82,2022-11-08,PSD,40.0,0.0
2317563-97,2022-11-08,PSD,20.0,0.0
2317563-99,2022-11-08,PSD,20.0,1.0
1301482-142,2022-11-09,UNIÃO,80.0,1.0
1301482-148,2022-11-09,UNIÃO,80.0,1.0
2317622-39,2022-11-09,REPUBLIC,100.0,1.0
2317622-45,2022-11-09,REPUBLIC,100.0,1.0
2277346-57,2022-11-22,Órgão do Poder Legislativo,80.0,1.0
2277346-59,2022-11-22,Órgão do Poder Legislativo,100.0,1.0
2277346-61,2022-11-22,Órgão do Poder Legislativo,100.0,1.0
2277372-137,2022-11-22,Órgão do Poder Legislativo,100.0,1.0
2277372-144,2022-11-22,Órgão do Poder Legislativo,100.0,1.0
2336484-20,2022-11-22,REPUBLIC,100.0,1.0
2336698-8,2022-11-22,REPUBLIC,100.0,1.0
2338971-8,2022-11-22,Órgão do Poder Legislativo,100.0,1.0
394313-166,2022-11-22,PSDB,100.0,0.0
2216376-42,2022-11-23,AVANTE,100.0,1.0
2216376-44,2022-11-23,AVANTE,100.0,1.0
2236447-45,2022-11-23,PSB,80.0,1.0
2236447-47,2022-11-23,PSB,80.0,1.0
2288801-108,2022-11-23,COMISSÃO PERMANENTE,60.0,1.0
2288801-110,2022-11-23,COMISSÃO PERMANENTE,60.0,0.0
2288801-112,2022-11-23,COMISSÃO PERMANENTE,60.0,1.0
2339110-7,2022-11-23,PSB,80.0,1.0
327891-242,2022-11-23,Órgão do Poder Legislativo,100.0,1.0
327891-245,2022-11-23,Órgão do Poder Legislativo,100.0,1.0
1555470-302,2022-11-29,SOLIDARI,60.0,1.0
1555470-304,2022-11-29,SOLIDARI,80.0,0.0
1555470-325,2022-11-29,SOLIDARI,80.0,1.0
2140342-62,2022-11-29,PROS,80.0,1.0
2140342-64,2022-11-29,PROS,80.0,1.0
2274135-72,2022-11-29,Órgão do Poder Legislativo,100.0,1.0
2274135-75,2022-11-29,Órgão do Poder Legislativo,100.0,1.0
353631-203,2022-11-29,PT,100.0,1.0
353631-207,2022-11-29,PT,100.0,1.0
353631-209,2022-11-29,PT,100.0,1.0
1228727-136,2022-11-30,PP,80.0,1.0
2193047-7,2022-11-30,PP,80.0,1.0
2334164-33,2022-11-30,Órgão do Poder Legislativo,100.0,1.0
2335251-7,2022-11-30,Órgão do Poder Legislativo,100.0,1.0
2339806-7,2022-11-30,PTB,100.0,1.0
1228727-140,2022-12-01,PP,100.0,1.0
1228727-142,2022-12-01,PP,100.0,1.0
1228727-145,2022-12-01,PP,100.0,1.0
2270919-70,2022-12-01,Órgão do Poder Legislativo,100.0,1.0
2270919-73,2022-12-01,Órgão do Poder Legislativo,100.0,0.0
2339490-15,2022-12-01,PP,100.0,1.0
2340526-7,2022-12-01,PP,100.0,1.0
2267073-57,2022-12-06,REPUBLICANOS,100.0,1.0
2267073-59,2022-12-06,REPUBLICANOS,100.0,1.0
2324854-46,2022-12-06,PTB,100.0,1.0
2324854-49,2022-12-06,PTB,100.0,1.0
2325844-12,2022-12-06,REPUBLICANOS,100.0,1.0
2336484-34,2022-12-06,REPUBLIC,100.0,0.0
2336484-47,2022-12-06,REPUBLIC,80.0,1.0
2336484-68,2022-12-06,REPUBLIC,80.0,1.0
2339490-41,2022-12-06,PP,100.0,1.0
2339490-44,2022-12-06,PP,100.0,1.0
2339757-7,2022-12-06,PSD,40.0,1.0
1301128-78,2022-12-07,PSB,100.0,1.0
1301128-80,2022-12-07,PSB,100.0,1.0
2314544-27,2022-12-07,UNIÃO,80.0,1.0
2337427-33,2022-12-07,PSD,60.0,1.0
2337427-35,2022-12-07,PSD,60.0,1.0
2340798-7,2022-12-07,PP,100.0,1.0
2289941-33,2022-12-08,PSD,80.0,1.0
2297555-15,2022-12-08,PSD,100.0,1.0
2341498-7,2022-12-08,PSDB,80.0,1.0
2249925-153,2022-12-13,UNIÃO,100.0,0.0
2249925-155,2022-12-13,UNIÃO,80.0,1.0
2249925-158,2022-12-13,UNIÃO,80.0,0.0
2249925-160,2022-12-13,UNIÃO,60.0,1.0
2268662-66,2022-12-13,PL,100.0,1.0
2289941-54,2022-12-13,PSD,100.0,1.0
2289941-57,2022-12-13,PSD,100.0,1.0
2340511-20,2022-12-13,PCdoB,100.0,1.0
2340532-29,2022-12-13,PP,100.0,0.0
2340532-46,2022-12-13,PP,80.0,1.0
2340532-54,2022-12-13,PP,80.0,1.0
2340734-7,2022-12-13,PCdoB,100.0,1.0
2341582-8,2022-12-13,PODE,100.0,0.0
2341650-15,2022-12-13,REPUBLIC,80.0,1.0
2341650-16,2022-12-13,REPUBLIC,80.0,1.0
2341956-8,2022-12-13,REPUBLIC,80.0,1.0
2342213-7,2022-12-13,PL,100.0,1.0
2210071-35,2022-12-14,PT,100.0,1.0
2210071-40,2022-12-14,PT,100.0,1.0
2283555-40,2022-12-14,PP,80.0,1.0
2291565-19,2022-12-14,PP,80.0,1.0
2304353-65,2022-12-14,UNIÃO,60.0,1.0
2304353-68,2022-12-14,UNIÃO,60.0,1.0
2314346-37,2022-12-14,PP,80.0,1.0
2317764-17,2022-12-14,PP,100.0,1.0
2317764-21,2022-12-14,PP,100.0,1.0
2340511-40,2022-12-14,PCdoB,100.0,1.0
2340511-42,2022-12-14,PCdoB,100.0,1.0
2341875-8,2022-12-14,PT,100.0,1.0
2341876-7,2022-12-14,PP,100.0,1.0
2341997-7,2022-12-14,UNIÃO,80.0,1.0
2342299-8,2022-12-14,PP,100.0,1.0
2342301-8,2022-12-14,PP,100.0,1.0
2342337-8,2022-12-14,PSOL,80.0,1.0
26946-118,2022-12-14,Órgão do Poder Executivo,80.0,1.0
26946-94,2022-12-14,Órgão do Poder Executivo,80.0,1.0
26946-99,2022-12-14,Órgão do Poder Executivo,80.0,1.0
2199161-75,2022-12-15,PSDB,80.0,1.0
2199161-78,2022-12-15,PSDB,80.0,1.0
2199161-83,2022-12-15,PSDB,80.0,1.0
2263670-50,2022-12-15,NOVO,100.0,1.0
2263670-51,2022-12-15,NOVO,100.0,1.0
2342209-13,2022-12-15,NOVO,100.0,1.0
2344709-33,2022-12-20,COMISSÃO DIRETORA,100.0,0.0
2344709-34,2022-12-20,COMISSÃO DIRETORA,80.0,1.0
2344709-37,2022-12-20,COMISSÃO DIRETORA,80.0,1.0
2344792-8,2022-12-20,COMISSÃO DIRETORA,80.0,1.0
2344795-8,2022-12-20,Órgão do Poder Legislativo,80.0,1.0
2344796-8,2022-12-20,Órgão do Poder Judiciário,100.0,1.0
2344800-7,2022-12-20,DPU - Defensoria Pública da União,100.0,1.0
2344801-8,2022-12-20,DPU - Defensoria Pública da União,100.0,1.0
2344802-8,2022-12-20,MPU - Ministério Público da União,100.0,1.0
2344803-8,2022-12-20,MPU - Ministério Público da União,100.0,1.0
2344804-8,2022-12-20,Órgão do Poder Legislativo,80.0,1.0
2344814-33,2022-12-20,Órgão do Poder Legislativo,80.0,1.0
2053152-109,2022-12-21,PT,100.0,1.0
2053152-111,2022-12-21,PT,100.0,1.0
2169407-78,2022-12-21,PT,100.0,1.0
2169407-81,2022-12-21,PT,100.0,1.0
2193767-115,2022-12-21,PSB,100.0,1.0
2193767-117,2022-12-21,PSB,100.0,1.0
2193767-119,2022-12-21,PSB,100.0,1.0
2262422-152,2022-12-21,PP,100.0,1.0
2262422-154,2022-12-21,PP,100.0,1.0
2262422-155,2022-12-21,PP,100.0,0.0
2263670-70,2022-12-21,NOVO,100.0,1.0
2263670-76,2022-12-21,NOVO,100.0,1.0
2308223-58,2022-12-21,PSB,100.0,1.0
2308223-60,2022-12-21,PSB,100.0,1.0
2308223-62,2022-12-21,PSB,100.0,1.0
2314346-48,2022-12-21,PP,80.0,1.0
2314346-51,2022-12-21,PP,80.0,1.0
2324656-7,2022-12-21,Órgão do Poder Executivo,80.0,1.0
2329802-7,2022-12-21,PSB,100.0,1.0
2334985-41,2022-12-21,Órgão do Poder Judiciário,100.0,1.0
2334985-55,2022-12-21,Órgão do Poder Judiciário,100.0,0.0
2334985-56,2022-12-21,Órgão do Poder Judiciário,80.0,1.0
2334985-58,2022-12-21,Órgão do Poder Judiciário,80.0,1.0
2334986-29,2022-12-21,MPU - Ministério Público da União,100.0,0.0
2334986-42,2022-12-21,MPU - Ministério Público da União,80.0,0.0
2334986-43,2022-12-21,MPU - Ministério Público da União,60.0,1.0
2334986-46,2022-12-21,MPU - Ministério Público da União,60.0,1.0
2334987-26,2022-12-21,DPU - Defensoria Pública da União,100.0,0.0
2334987-29,2022-12-21,DPU - Defensoria Pública da União,80.0,0.0
2334987-40,2022-12-21,DPU - Defensoria Pública da União,60.0,1.0
2334987-42,2022-12-21,DPU - Defensoria Pública da União,60.0,1.0
2334988-39,2022-12-21,Órgão do Poder Judiciário,80.0,0.0
2334988-50,2022-12-21,Órgão do Poder Judiciário,60.0,0.0
2334988-51,2022-12-21,Órgão do Poder Judiciário,40.0,1.0
2334988-54,2022-12-21,Órgão do Poder Judiciário,60.0,1.0
2334989-27,2022-12-21,MPU - Ministério Público da União,60.0,0.0
2334989-39,2022-12-21,MPU - Ministério Público da União,40.0,0.0
2334989-40,2022-12-21,MPU - Ministério Público da União,40.0,1.0
2334989-43,2022-12-21,MPU - Ministério Público da União,60.0,1.0
2341076-24,2022-12-21,DPU - Defensoria Pública da União,60.0,0.0
2341076-37,2022-12-21,DPU - Defensoria Pública da União,40.0,0.0
2341076-39,2022-12-21,DPU - Defensoria Pública da União,40.0,1.0
2341076-42,2022-12-21,DPU - Defensoria Pública da União,60.0,1.0
2341890-28,2022-12-21,Órgão do Poder Legislativo,80.0,0.0
2341890-41,2022-12-21,Órgão do Poder Legislativo,60.0,0.0
2341890-42,2022-12-21,Órgão do Poder Legislativo,60.0,1.0
2341890-44,2022-12-21,Órgão do Poder Legislativo,60.0,1.0
2344536-8,2022-12-21,PT,100.0,1.0
2344799-8,2022-12-21,Órgão do Poder Judiciário,60.0,1.0
50759-23,2022-12-21,COMISSÃO MISTA PERMANENTE,100.0,1.0
2317764-37,2022-12-22,PP,80.0,1.0
2317764-39,2022-12-22,PP,80.0,1.0
2267323-52,2023-02-15,PRD,80.0,1.0
2267323-54,2023-02-15,PRD,80.0,1.0
2283555-64,2023-03-02,PP,80.0,1.0
2283555-67,2023-03-02,PP,100.0,1.0
2313886-47,2023-03-07,REPUBLIC,100.0,0.0
2313886-52,2023-03-07,REPUBLIC,80.0,1.0
2313886-55,2023-03-07,REPUBLIC,80.0,1.0
2139046-123,2023-03-08,PSD,100.0,1.0
2139046-124,2023-03-08,PSD,100.0,1.0
2139046-130,2023-03-08,PSD,100.0,1.0
2139046-134,2023-03-08,PSD,100.0,1.0
2210071-80,2023-03-08,PT,100.0,1.0
2210071-83,2023-03-08,PT,100.0,1.0
2313174-43,2023-03-08,PSD,100.0,1.0
2313174-45,2023-03-08,PSD,100.0,1.0
2318637-8,2023-03-08,PSD,100.0,1.0
2350686-6,2023-03-08,PT,100.0,1.0
2350694-6,2023-03-08,PSD,100.0,1.0
258022-244,2023-03-08,PSD,100.0,1.0
258022-249,2023-03-08,PSD,100.0,1.0
2320213-51,2023-03-09,PT,100.0,1.0
2320213-54,2023-03-09,PT,100.0,1.0
2318679-36,2023-03-14,PDT,40.0,1.0
2327432-8,2023-03-14,PDT,60.0,1.0
2342228-21,2023-03-14,Sociedade Civil,40.0,1.0
2345140-8,2023-03-14,Sociedade Civil,60.0,1.0
2345141-8,2023-03-14,Sociedade Civil,60.0,1.0
2351332-7,2023-03-14,Órgão do Poder Judiciário,60.0,1.0
2318679-49,2023-03-15,PDT,80.0,1.0
2318679-51,2023-03-15,PDT,80.0,1.0
2318679-53,2023-03-15,PDT,100.0,1.0
