voting_session_id,session_date,legislatura,total_deputies,not_found_orientation,PP_orientation,PL_orientation,PCdoB_orientation,PDT_orientation,PT_orientation,PSD_orientation,REPUBLIC_orientation,PSOL_orientation,UNIÃO_orientation,PSDB_orientation,MDB_orientation,PODE_orientation,yes_deputies,no_deputies,other_deputies,yes_orientation_percentage,no_orientation_percentage,other_orientation_percentage,CIDADANIA_orientation,PSB_orientation,SOLIDARI_orientation,AVANTE_orientation,PRD_orientation,PV_orientation,NOVO_orientation,REDE_orientation,S.PART._orientation
463390-4,2009-12-09,53,702,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,702,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
447224-23,2009-12-09,53,702,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,702,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
447224-40,2009-12-09,53,702,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,702,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
339977-112,2009-12-09,53,702,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,702,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
378478-216,2009-12-09,53,702,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,702,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
378478-219,2009-12-09,53,702,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,702,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
378478-223,2009-12-09,53,702,other,yes,other,other,yes,yes,other,other,other,other,other,other,other,23,0,679,3.276353276353276,0.0,96.72364672364672,other,other,other,other,other,other,other,other,other
378478-226,2009-12-09,53,702,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,702,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
378478-232,2009-12-09,53,702,other,no,other,other,no,no,other,other,no,other,other,other,other,0,27,675,0.0,3.8461538461538463,96.15384615384616,other,other,other,other,other,other,other,other,other
378478-235,2009-12-09,53,702,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,702,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
378478-239,2009-12-09,53,702,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,702,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
378478-242,2009-12-09,53,702,other,no,other,other,no,no,other,other,no,other,other,other,other,0,27,675,0.0,3.8461538461538463,96.15384615384616,other,other,other,other,other,other,other,other,other
378478-246,2009-12-09,53,702,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,702,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
378478-248,2009-12-09,53,702,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,702,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
378478-251,2009-12-09,53,702,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,702,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
378478-256,2009-12-09,53,702,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,702,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
447224-22,2009-12-09,53,702,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,702,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
339977-110,2009-12-09,53,702,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,702,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
378478-286,2009-12-15,53,702,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,702,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
444767-7,2009-12-16,53,702,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,702,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
347690-12,2009-12-16,53,702,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,702,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
463815-5,2009-12-16,53,702,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,702,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
458919-5,2009-12-16,53,702,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,702,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
302536-107,2009-12-16,53,702,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,702,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
384694-5,2009-12-16,53,702,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,702,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
104885-167,2009-12-16,53,702,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,702,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
464349-5,2009-12-16,53,702,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,702,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
426827-43,2009-12-16,53,702,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,702,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
302536-106,2009-12-16,53,702,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,702,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
405482-92,2009-12-16,53,702,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,702,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
405482-93,2009-12-16,53,702,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,702,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
405482-94,2009-12-16,53,702,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,702,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
405482-96,2009-12-16,53,702,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,702,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
368202-64,2009-12-16,53,702,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,702,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
368202-67,2009-12-16,53,702,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,702,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
104885-159,2009-12-16,53,702,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,702,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
104885-165,2009-12-16,53,702,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,702,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
426827-41,2009-12-16,53,702,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,702,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
302536-116,2009-12-16,53,702,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,702,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
302536-118,2009-12-16,53,702,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,702,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
447706-59,2009-12-16,53,702,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,702,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
447706-60,2009-12-16,53,702,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,702,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
447706-61,2009-12-16,53,702,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,702,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
447706-63,2009-12-16,53,702,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,702,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
405566-68,2009-12-16,53,702,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,702,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
405566-71,2009-12-16,53,702,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,702,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
465470-36,2010-02-03,53,702,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,702,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
465617-3,2010-02-03,53,702,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,702,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
378478-303,2010-02-03,53,702,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,702,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
284827-151,2010-02-03,53,702,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,702,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
465470-34,2010-02-03,53,702,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,702,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
459689-38,2010-02-09,53,702,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,702,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
284827-156,2010-02-09,53,702,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,702,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
460578-6,2010-02-09,53,702,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,702,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
459689-36,2010-02-09,53,702,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,702,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
338572-10,2010-02-09,53,702,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,702,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
284827-168,2010-02-09,53,702,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,702,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
284827-169,2010-02-09,53,702,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,702,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
284827-170,2010-02-09,53,702,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,702,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
284827-171,2010-02-09,53,702,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,702,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
284827-181,2010-02-10,53,702,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,702,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
284827-183,2010-02-10,53,702,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,702,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
438409-126,2010-02-23,53,702,other,no,other,other,no,no,other,other,no,other,yes,other,other,3,27,672,0.4273504273504274,3.8461538461538463,95.72649572649573,other,other,other,other,other,other,other,other,other
438409-130,2010-02-23,53,702,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,702,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
438409-132,2010-02-23,53,702,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,702,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
438409-137,2010-02-23,53,702,other,yes,other,other,yes,yes,other,other,no,other,no,other,other,23,7,672,3.276353276353276,0.9971509971509971,95.72649572649573,other,other,other,other,other,other,other,other,other
438409-144,2010-02-23,53,702,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,702,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
438409-147,2010-02-23,53,702,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,702,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
438409-150,2010-02-23,53,702,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,702,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
438409-154,2010-02-23,53,702,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,702,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
438409-157,2010-02-23,53,702,other,yes,other,other,yes,yes,other,other,yes,other,yes,other,other,30,0,672,4.273504273504273,0.0,95.72649572649573,other,other,other,other,other,other,other,other,other
