voting_session_id,session_date,legislatura,total_deputies,not_found_orientation,PP_orientation,PL_orientation,PCdoB_orientation,PDT_orientation,PT_orientation,PSD_orientation,REPUBLIC_orientation,PSOL_orientation,UNIÃO_orientation,PSDB_orientation,MDB_orientation,PODE_orientation,yes_deputies,no_deputies,other_deputies,yes_orientation_percentage,no_orientation_percentage,other_orientation_percentage,CIDADANIA_orientation,PSB_orientation,SOLIDARI_orientation,AVANTE_orientation,PRD_orientation,PV_orientation,NOVO_orientation,REDE_orientation,S.PART._orientation
2242656-85,2020-07-08,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2242656-89,2020-07-08,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2254882-8,2020-07-09,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2242763-43,2020-07-09,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2242763-53,2020-07-09,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2242763-55,2020-07-09,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2242763-57,2020-07-09,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2243066-43,2020-07-09,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2243066-62,2020-07-09,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2243066-65,2020-07-09,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2243066-74,2020-07-09,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2243066-76,2020-07-09,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2247980-114,2020-07-14,56,633,other,no,no,yes,yes,yes,yes,other,yes,other,yes,yes,other,130,88,415,20.537124802527646,13.902053712480253,65.5608214849921,yes,yes,other,no,other,yes,no,yes,other
2247980-116,2020-07-14,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2247980-118,2020-07-14,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2255948-7,2020-07-14,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2256895-26,2020-07-14,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2256895-27,2020-07-14,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2254259-57,2020-07-14,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2254259-61,2020-07-14,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2254259-67,2020-07-14,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2243108-78,2020-07-15,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2253356-65,2020-07-15,56,633,other,no,no,yes,yes,yes,no,other,yes,other,no,no,no,71,150,412,11.216429699842022,23.696682464454977,65.086887835703,no,yes,other,no,other,no,no,yes,other
2253356-67,2020-07-15,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2253356-70,2020-07-15,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2252016-49,2020-07-15,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2252016-54,2020-07-15,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2252016-56,2020-07-15,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2243108-48,2020-07-15,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2243108-53,2020-07-15,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2243108-56,2020-07-15,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2243108-57,2020-07-15,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2243108-62,2020-07-15,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2243108-63,2020-07-15,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2243108-76,2020-07-15,56,633,other,yes,yes,yes,no,no,other,other,no,other,no,yes,yes,115,70,448,18.167456556082147,11.058451816745656,70.7740916271722,yes,other,other,yes,other,yes,no,no,other
2253471-47,2020-07-16,56,633,other,yes,yes,no,no,no,yes,other,no,other,no,no,other,116,102,415,18.325434439178515,16.113744075829384,65.5608214849921,no,no,other,yes,other,no,yes,no,other
2253471-59,2020-07-16,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2253471-73,2020-07-16,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2253471-75,2020-07-16,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2236737-8,2020-07-16,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2239605-65,2020-07-20,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2239605-68,2020-07-20,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2239605-71,2020-07-20,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2239605-74,2020-07-20,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2236858-34,2020-07-20,56,633,other,no,other,no,no,no,no,other,yes,other,no,no,other,10,153,470,1.579778830963665,24.170616113744074,74.24960505529225,no,no,other,no,other,other,yes,no,other
2236858-51,2020-07-20,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2236858-53,2020-07-20,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2236858-57,2020-07-20,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2241644-67,2020-07-20,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2241644-69,2020-07-20,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2241644-73,2020-07-20,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2230248-6,2020-07-29,56,633,other,yes,yes,no,no,no,yes,other,no,other,yes,other,yes,132,71,430,20.85308056872038,11.216429699842022,67.93048973143759,yes,no,other,yes,other,yes,yes,no,other
593065-129,2020-07-29,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
593065-130,2020-07-29,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2253458-7,2020-07-29,56,633,other,yes,yes,yes,yes,yes,yes,other,no,other,yes,yes,yes,215,6,412,33.965244865718795,0.9478672985781991,65.086887835703,yes,yes,other,yes,other,yes,yes,yes,other
2255237-7,2020-07-29,56,633,other,yes,yes,no,no,no,yes,other,no,other,yes,yes,yes,144,77,412,22.748815165876778,12.164296998420221,65.086887835703,no,no,other,yes,other,yes,no,no,other
2255822-7,2020-07-29,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2254980-17,2020-07-29,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2254980-18,2020-07-29,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2256870-7,2020-07-29,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2257979-7,2020-07-29,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2256895-47,2020-07-29,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2256895-50,2020-07-29,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2253431-33,2020-08-04,56,633,other,no,no,no,no,no,no,other,other,other,other,no,no,4,196,433,0.631911532385466,30.963665086887836,68.4044233807267,no,no,other,other,other,other,yes,other,other
2253431-36,2020-08-04,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2253431-38,2020-08-04,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2253431-40,2020-08-04,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2257685-7,2020-08-05,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2259408-7,2020-08-05,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2255387-32,2020-08-05,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2256893-7,2020-08-05,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2259190-7,2020-08-05,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2079600-85,2020-08-05,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2079600-86,2020-08-05,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2259340-7,2020-08-05,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2256571-7,2020-08-05,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2250300-35,2020-08-05,56,633,other,no,no,no,yes,yes,no,other,yes,other,no,no,no,56,165,412,8.846761453396525,26.066350710900476,65.086887835703,no,no,other,no,other,no,no,no,other
2250300-52,2020-08-05,56,633,other,no,no,no,no,yes,no,other,yes,other,no,no,other,47,171,415,7.424960505529225,27.014218009478675,65.5608214849921,no,no,other,no,other,no,no,no,other
2250300-62,2020-08-05,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2250300-65,2020-08-05,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2251922-8,2020-08-13,56,633,other,no,no,yes,yes,yes,no,other,yes,other,yes,yes,yes,105,113,415,16.587677725118482,17.851500789889414,65.5608214849921,yes,yes,other,other,other,yes,no,yes,other
2259505-8,2020-08-13,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2228978-41,2020-08-25,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2228978-53,2020-08-25,56,633,other,no,no,no,no,no,no,other,no,other,no,no,no,6,213,414,0.9478672985781991,33.649289099526065,65.40284360189574,yes,no,other,no,other,other,yes,no,other
2228978-64,2020-08-25,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2228978-84,2020-08-26,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2228978-89,2020-08-26,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2228978-91,2020-08-26,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2228978-93,2020-08-26,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2255387-58,2020-08-26,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2255387-62,2020-08-26,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2255387-65,2020-08-26,56,633,other,no,no,yes,yes,other,no,other,yes,other,no,no,no,32,145,456,5.055292259083728,22.906793048973142,72.03791469194313,no,yes,other,other,other,yes,no,yes,other
2255387-68,2020-08-26,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2255387-71,2020-08-26,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2255387-74,2020-08-26,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2255387-81,2020-08-26,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2255387-83,2020-08-26,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2255387-98,2020-08-26,56,633,other,no,no,yes,yes,yes,no,other,yes,other,no,no,no,71,145,417,11.216429699842022,22.906793048973142,65.87677725118483,no,yes,other,other,other,other,no,yes,other
2255387-99,2020-08-26,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
307272-171,2020-08-26,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
307272-174,2020-08-26,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2255387-101,2020-08-26,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
307272-176,2020-08-26,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
307272-179,2020-08-26,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
307272-183,2020-08-26,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
307272-185,2020-08-26,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
307272-188,2020-08-26,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
307272-190,2020-08-26,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
307272-193,2020-08-26,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
307272-195,2020-08-26,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2258609-72,2020-08-26,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2254047-6,2020-08-26,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2258609-75,2020-08-26,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2260520-6,2020-08-26,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2254304-14,2020-08-26,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2254304-15,2020-08-26,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2229504-35,2020-08-26,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2229504-45,2020-08-26,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2229504-47,2020-08-26,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2242821-110,2020-09-01,56,633,other,yes,yes,yes,no,yes,yes,other,yes,other,no,yes,no,180,41,412,28.436018957345972,6.477093206951026,65.086887835703,no,no,other,no,other,no,no,no,other
2242821-129,2020-09-01,56,633,other,yes,yes,no,yes,no,yes,other,no,other,yes,yes,yes,168,53,412,26.540284360189574,8.372827804107425,65.086887835703,yes,yes,other,yes,other,yes,yes,yes,other
2242821-132,2020-09-01,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
593065-141,2020-09-01,56,633,other,no,no,yes,yes,yes,no,other,yes,other,no,no,no,73,148,412,11.532385466034755,23.380726698262244,65.086887835703,no,yes,other,no,other,yes,no,yes,other
593065-172,2020-09-01,56,633,other,no,no,yes,yes,yes,no,other,yes,other,no,no,no,71,147,415,11.216429699842022,23.22274881516588,65.5608214849921,no,yes,other,other,other,no,no,yes,other
593065-178,2020-09-01,56,633,other,yes,yes,no,no,no,yes,other,no,other,yes,yes,yes,147,70,416,23.22274881516588,11.058451816745656,65.71879936808847,yes,no,other,other,other,yes,yes,other,other
593065-182,2020-09-01,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
593065-189,2020-09-01,56,633,other,no,no,yes,yes,yes,no,other,yes,other,no,no,no,70,147,416,11.058451816745656,23.22274881516588,65.71879936808847,no,yes,other,other,other,no,no,other,other
593065-195,2020-09-01,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
593065-199,2020-09-01,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
593065-201,2020-09-01,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2206203-294,2020-09-22,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2206203-296,2020-09-22,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2206203-299,2020-09-22,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2206203-302,2020-09-22,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2206203-304,2020-09-22,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2206203-306,2020-09-22,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2253471-104,2020-09-22,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2253471-108,2020-09-22,56,633,other,no,no,yes,yes,yes,no,other,yes,other,yes,no,yes,85,136,412,13.428120063191153,21.484992101105846,65.086887835703,yes,yes,other,no,other,no,no,yes,other
2253471-110,2020-09-22,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2253471-112,2020-09-22,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2232229-5,2020-09-22,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2262948-7,2020-09-22,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2191205-34,2020-09-22,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2238871-17,2020-09-22,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2260433-53,2020-12-07,56,633,other,no,no,other,other,other,no,other,other,other,no,other,other,0,127,506,0.0,20.063191153238545,79.93680884676145,other,other,other,no,other,no,no,other,other
2260433-58,2020-12-07,56,633,other,no,no,other,other,other,no,other,other,other,no,no,no,0,147,486,0.0,23.22274881516588,76.77725118483413,no,other,other,other,other,no,no,other,other
2260433-64,2020-12-07,56,633,other,no,no,other,other,other,no,other,other,other,no,no,no,0,148,485,0.0,23.380726698262244,76.61927330173775,no,other,other,no,other,other,no,other,other
2260433-76,2020-12-07,56,633,other,no,no,other,other,other,no,other,other,other,no,no,no,0,147,486,0.0,23.22274881516588,76.77725118483413,no,other,other,other,other,no,no,other,other
2260433-81,2020-12-07,56,633,other,no,other,other,other,other,no,other,other,other,no,no,no,0,94,539,0.0,14.84992101105845,85.15007898894154,no,other,other,other,other,no,no,other,other
2260433-83,2020-12-07,56,633,other,no,no,other,other,other,no,other,other,other,no,no,no,0,148,485,0.0,23.380726698262244,76.61927330173775,no,other,other,no,other,other,no,other,other
2260433-87,2020-12-07,56,633,other,yes,yes,other,other,other,yes,other,other,other,yes,yes,yes,150,0,483,23.696682464454977,0.0,76.30331753554502,yes,other,other,yes,other,yes,yes,other,other
2260433-92,2020-12-07,56,633,other,no,no,other,other,other,no,other,other,other,no,no,no,0,150,483,0.0,23.696682464454977,76.30331753554502,no,other,other,no,other,no,no,other,other
2260433-96,2020-12-07,56,633,other,yes,yes,no,no,no,yes,other,no,other,yes,yes,yes,147,71,415,23.22274881516588,11.216429699842022,65.5608214849921,yes,no,other,other,other,yes,yes,no,other
2260433-104,2020-12-07,56,633,other,no,no,other,other,other,no,other,other,other,no,other,no,0,129,504,0.0,20.379146919431278,79.62085308056872,no,other,other,other,other,no,no,other,other
2260433-108,2020-12-07,56,633,other,no,no,yes,yes,yes,no,other,yes,other,no,no,no,71,145,417,11.216429699842022,22.906793048973142,65.87677725118483,no,yes,other,other,other,other,no,yes,other
2260433-116,2020-12-07,56,633,other,yes,yes,no,no,no,yes,other,no,other,yes,yes,yes,143,65,425,22.59083728278041,10.268562401263823,67.14060031595577,no,other,other,other,other,other,yes,no,other
2260433-118,2020-12-07,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2260433-124,2020-12-07,56,633,other,no,no,yes,yes,yes,no,other,yes,other,no,no,no,71,148,414,11.216429699842022,23.380726698262244,65.40284360189574,no,yes,other,no,other,other,no,yes,other
2260433-129,2020-12-07,56,633,other,yes,yes,no,no,no,yes,other,no,other,yes,yes,yes,148,71,414,23.380726698262244,11.216429699842022,65.40284360189574,yes,no,other,yes,other,other,yes,no,other
2260433-136,2020-12-07,56,633,other,yes,yes,no,no,no,yes,other,no,other,no,no,yes,119,100,414,18.799368088467613,15.797788309636651,65.40284360189574,no,no,other,yes,other,other,yes,no,other
2260433-145,2020-12-07,56,633,other,yes,yes,no,no,no,yes,other,no,other,no,no,yes,119,100,414,18.799368088467613,15.797788309636651,65.40284360189574,no,no,other,yes,other,other,yes,no,other
2260433-148,2020-12-07,56,633,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,633,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2260433-156,2020-12-07,56,633,other,yes,yes,no,no,no,yes,other,other,other,yes,other,yes,128,67,438,20.221169036334913,10.584518167456556,69.19431279620854,no,no,other,yes,other,other,yes,no,other
2260433-162,2020-12-07,56,633,other,yes,yes,other,yes,no,yes,other,other,other,no,yes,yes,147,60,426,23.22274881516588,9.47867298578199,67.29857819905213,no,no,other,yes,other,other,yes,yes,other
2260433-167,2020-12-07,56,633,other,no,no,other,other,other,no,other,other,other,no,yes,no,20,128,485,3.15955766192733,20.221169036334913,76.61927330173775,yes,other,other,no,other,other,no,other,other
